1,1855,387.83,158.47,100.51,182.14,1,-1,-1,-1
1,1854,477.42,133.57,60.97,206.67,1,-1,-1,-1
2,1855,415.57,156.44,91.03,180.40,1,-1,-1,-1
2,1854,499.91,136.94,64.18,207.70,1,-1,-1,-1
3,1855,423.52,157.99,85.95,179.82,1,-1,-1,-1
3,1854,500.92,125.44,67.83,208.26,1,-1,-1,-1
4,1855,436.54,153.57,84.67,188.92,1,-1,-1,-1
4,1854,514.20,133.49,62.46,207.22,1,-1,-1,-1
5,1855,453.58,154.32,74.00,185.24,1,-1,-1,-1
5,1854,522.13,126.29,73.69,220.39,1,-1,-1,-1
6,1855,462.44,155.01,79.30,187.09,1,-1,-1,-1
6,1854,534.99,137.71,69.92,214.00,1,-1,-1,-1
7,1855,477.45,150.89,76.65,191.50,1,-1,-1,-1
7,1854,548.71,138.48,67.79,208.48,1,-1,-1,-1
8,1855,490.84,153.68,73.22,184.48,1,-1,-1,-1
8,1854,558.53,139.62,64.18,200.59,1,-1,-1,-1
9,1855,504.86,160.02,70.40,183.50,1,-1,-1,-1
9,1854,574.82,139.72,60.21,199.61,1,-1,-1,-1
10,1855,520.50,156.07,72.09,186.34,1,-1,-1,-1
10,1854,583.58,135.56,60.92,200.21,1,-1,-1,-1
11,1855,531.41,157.16,75.56,185.90,1,-1,-1,-1
11,1854,600.16,143.22,60.16,197.30,1,-1,-1,-1
12,1855,546.49,155.30,78.31,190.25,1,-1,-1,-1
12,1854,613.74,146.24,60.93,199.48,1,-1,-1,-1
13,1855,559.85,154.16,88.45,199.84,1,-1,-1,-1
13,1854,627.82,149.33,64.08,201.97,1,-1,-1,-1
14,1856,257.83,133.24,74.49,177.39,1,-1,-1,-1
14,1855,574.08,157.13,85.97,198.52,1,-1,-1,-1
14,1854,642.70,151.60,60.87,203.93,1,-1,-1,-1
15,1857,492.85,138.56,32.72,59.98,1,-1,-1,-1
15,1856,272.46,135.35,73.85,164.54,1,-1,-1,-1
15,1855,591.85,153.14,83.97,203.20,1,-1,-1,-1
15,1854,654.87,151.05,63.37,207.44,1,-1,-1,-1
16,1856,280.98,139.74,78.83,179.32,1,-1,-1,-1
16,1855,594.36,151.38,84.48,203.30,1,-1,-1,-1
16,1854,662.97,148.59,66.34,211.64,1,-1,-1,-1
17,1856,292.59,126.38,85.32,202.62,1,-1,-1,-1
17,1855,601.91,146.69,100.03,211.37,1,-1,-1,-1
17,1854,677.36,145.44,70.36,212.10,1,-1,-1,-1
18,1859,492.30,131.73,36.24,71.15,1,-1,-1,-1
18,1856,306.32,122.43,91.64,213.10,1,-1,-1,-1
18,1855,611.62,147.23,99.39,213.82,1,-1,-1,-1
18,1854,691.98,147.86,71.12,214.31,1,-1,-1,-1
19,1856,307.42,104.67,102.55,229.63,1,-1,-1,-1
19,1855,624.85,150.81,97.25,212.81,1,-1,-1,-1
19,1854,701.22,146.18,71.52,212.01,1,-1,-1,-1
20,1856,327.98,116.74,93.05,214.38,1,-1,-1,-1
20,1855,644.53,149.46,89.90,210.19,1,-1,-1,-1
20,1854,714.91,136.49,69.46,209.89,1,-1,-1,-1
21,1858,268.68,136.10,80.15,207.17,1,-1,-1,-1
21,1856,344.43,122.19,88.56,214.59,1,-1,-1,-1
21,1855,657.87,148.95,87.43,213.86,1,-1,-1,-1
21,1854,722.91,139.02,75.68,218.41,1,-1,-1,-1
22,1863,1026.38,143.84,115.51,228.53,1,-1,-1,-1
22,1861,502.59,129.17,40.07,74.11,1,-1,-1,-1
22,1858,282.17,137.86,80.96,209.60,1,-1,-1,-1
22,1856,356.84,130.71,86.32,212.81,1,-1,-1,-1
22,1855,678.91,148.61,98.66,211.72,1,-1,-1,-1
23,1863,990.27,146.12,123.50,231.55,1,-1,-1,-1
23,1861,509.55,125.93,41.02,74.50,1,-1,-1,-1
23,1858,296.73,129.65,80.01,214.44,1,-1,-1,-1
23,1856,381.75,126.96,86.29,210.87,1,-1,-1,-1
23,1855,696.94,149.26,104.25,213.73,1,-1,-1,-1
24,1863,963.45,149.45,116.05,225.84,1,-1,-1,-1
24,1861,511.32,133.14,34.91,69.21,1,-1,-1,-1
24,1858,309.55,131.03,82.89,213.28,1,-1,-1,-1
24,1856,393.81,134.66,84.83,201.64,1,-1,-1,-1
24,1855,708.91,146.92,110.54,219.14,1,-1,-1,-1
25,1863,933.88,149.79,108.79,215.30,1,-1,-1,-1
25,1861,516.11,128.99,31.85,65.46,1,-1,-1,-1
25,1858,319.94,122.31,87.23,222.70,1,-1,-1,-1
25,1856,394.91,132.41,88.23,200.67,1,-1,-1,-1
25,1855,722.36,144.23,103.56,217.90,1,-1,-1,-1
25,1854,791.23,146.01,74.86,209.73,1,-1,-1,-1
26,1863,913.37,151.99,97.97,210.93,1,-1,-1,-1
26,1861,508.94,135.77,36.08,57.21,1,-1,-1,-1
26,1858,330.39,122.02,84.53,220.92,1,-1,-1,-1
26,1856,421.54,136.90,82.38,194.97,1,-1,-1,-1
26,1855,741.62,142.88,99.88,216.64,1,-1,-1,-1
26,1854,810.40,142.31,72.31,209.60,1,-1,-1,-1
27,1863,891.96,150.83,96.34,212.91,1,-1,-1,-1
27,1861,508.78,136.00,33.45,60.11,1,-1,-1,-1
27,1858,337.48,122.90,85.03,220.36,1,-1,-1,-1
27,1856,436.00,136.31,77.76,195.85,1,-1,-1,-1
27,1855,751.56,144.12,106.19,214.87,1,-1,-1,-1
27,1854,826.99,138.08,72.80,215.76,1,-1,-1,-1
28,1863,862.54,153.99,92.71,211.32,1,-1,-1,-1
28,1861,514.18,139.13,32.63,62.68,1,-1,-1,-1
28,1858,346.04,123.88,88.90,224.91,1,-1,-1,-1
28,1856,445.08,138.55,78.97,194.44,1,-1,-1,-1
28,1855,760.18,150.91,115.57,206.62,1,-1,-1,-1
29,1861,511.74,142.98,31.27,62.65,1,-1,-1,-1
29,1858,364.45,122.80,84.63,224.14,1,-1,-1,-1
29,1856,461.85,141.87,74.89,193.17,1,-1,-1,-1
29,1855,771.86,156.32,124.49,203.80,1,-1,-1,-1
30,1858,376.71,127.45,81.27,223.47,1,-1,-1,-1
30,1856,481.81,141.03,71.66,197.42,1,-1,-1,-1
31,1858,388.90,132.46,82.77,224.86,1,-1,-1,-1
31,1856,494.92,144.91,68.07,195.35,1,-1,-1,-1
31,1854,886.81,142.40,94.60,211.69,1,-1,-1,-1
32,1858,393.26,128.04,84.59,222.35,1,-1,-1,-1
